;143;146;148;149;150;153;157;158;159;160;161;164;165;167;168;173;174;177;179;180;181;183;184;185;190;191;194;195;197;198;202;204;206;208;212;213;215;216;217;223;224;225;229;230
143;0;0;0.002072;0.001513;0;0.002116;0;0.001884;0.002216;0;0;0.001974;0;0.001651;0.005657;0;0.001724;0;0.00235;0.002886;0.002412;0;0.002286;0;0;0;0;0;0;0.0019;0.001793;0.001894;0.002417;0;0.002493;0.001679;0.002049;0;0.001841;0.001693;0;0.002496;0;0.002534
146;0.002656;0;0.002021;0.001872;0.003684;0.001748;0;0.001377;0.001793;0.002744;0;0;0.001884;0.000978;0;0.001696;0.000883;0.002351;0;0;0.001764;0.000755;0.001433;0.007652;0.002237;0.002002;0;0;0.001596;0.001128;0;0.001657;0.001831;0.000657;0;0.001526;0.00148;0.003606;0;0;0;0.001707;0.002183;0.001947
148;0;0;0;0.002335;0.004511;0.00184;0.001741;0.001768;0;0.003388;0.001724;0.00181;0.002408;0.001715;0.005181;0;0;0.00211;0.002581;0.002834;0.001994;0.000913;0.001835;0.007046;0.002396;0.002814;0.002929;0.00148;0.002372;0.002409;0;0.002458;0.00221;0.000696;0.001824;0.001318;0.002156;0.004567;0.001775;0;0.003074;0;0.002671;0.001714
149;0;0.001122;0.002199;0;0.003586;0.002223;0.001443;0.001667;0.001563;0.00273;0.001796;0.001816;0.00177;0.001689;0.004608;0.001824;0.000924;0.002653;0;0.00238;0.001932;0.000734;0.001514;0.007364;0.002295;0.0022;0.001726;0.000486;0.001612;0.001451;0;0.001715;0.002261;0.000602;0;0.001943;0;0.003886;0.001605;0;0.002245;0;0.002868;0
150;0;0;0;0.002781;0;0.003307;0;0.0027;0;0;0;0;0.003321;0.00204;0;0;0;0;0.002886;0.005189;0.003696;0.001354;0.002916;0;0;0;0;0.001951;0;0.002225;0.002873;0.0033;0.002487;0;0;0.002827;0.003289;0;0;0;0;0;0.005119;0
153;0.002825;0.00163;0.001786;0.002395;0.004415;0;0.00187;0.001647;0.001733;0.002854;0.001726;0.002002;0.001934;0.001649;0;0.002118;0.001421;0;0.001888;0.003158;0;0.001486;0.002245;0;0.00197;0.002374;0.002429;0.001366;0.002077;0.002055;0;0.002264;0.00209;0.001316;0.001651;0.002078;0.002003;0.004501;0.001963;0.000801;0;0.001687;0.002953;0.002606
157;0;0.001427;0;0.001836;0;0.001605;0;0;0.001311;0.002594;0;0.001182;0;0.000877;0;0;0;0;0.001603;0.002537;0;0.000903;0.001813;0;0;0;0.002419;0;0.001807;0.001504;0;0;0.00152;0;0;0.001219;0.001302;0;0.001174;0.001456;0.002502;0.001718;0.002803;0.001955
158;0.002845;0.001559;0.002224;0.001792;0;0.001691;0.001122;0;0.001515;0.002974;0;0.001826;0.001913;0.00139;0.005069;0;0.001503;0.002084;0.00209;0.003176;0.002132;0.001078;0;0.007395;0.001476;0.002425;0.002796;0.000754;0.002128;0.002245;0.001611;0.001468;0.00215;0.000884;0.00178;0.001579;0.001744;0.004364;0.001813;0.001088;0;0.00192;0.002508;0.001303
159;0.003286;0.001521;0;0.002297;0;0.002038;0;0.001743;0;0.003654;0.002269;0.001897;0;0.00154;0.004405;0.001495;0;0.002734;0;0.002807;0.002312;0.001044;0.001975;0.008451;0.002671;0;0.002044;0.000869;0.002699;0.001646;0;0.002325;0.001893;0;0.001615;0.001779;0.001925;0.003955;0;0.00172;0.002944;0.001868;0.002544;0
160;0;0;0.002121;0.002037;0;0.002602;0;0.002019;0.002463;0;0;0.001919;0.002456;0.002052;0;0;0;0;0.002536;0.002523;0.002095;0.001569;0.002474;0;0.002766;0.003581;0.003391;0;0;0.002412;0.002466;0.002472;0.00219;0;0;0.001918;0.00217;0;0.002193;0.001693;0;0;0.003807;0.00294
161;0;0.001406;0;0.002042;0;0.001919;0;0.001723;0.002019;0.002759;0;0;0;0.00177;0;0.002126;0;0;0.002091;0.0025;0;0;0.002113;0;0;0;0.003088;0;0.002483;0.001687;0;0.002005;0.001582;0.001048;0.001876;0.001864;0.002083;0.004189;0.00145;0.001415;0.00328;0;0.002587;0.002515
164;0;0.00136;0.001476;0.001793;0;0.002357;0.001535;0.001186;0.001775;0.003104;0.00219;0;0.001648;0.001064;0;0.001245;0.001082;0;0.002082;0.00244;0.001953;0.001166;0;0.008717;0;0;0.001872;0.001389;0.002101;0;0.001857;0.001512;0.001405;0.000541;0.00181;0.001505;0.001804;0.004345;0.001917;0;0.003138;0;0.002847;0.00176
165;0;0.001495;0.002138;0.001915;0.004202;0.002219;0.001197;0.001523;0;0.003661;0.002436;0.001555;0;0.001682;0.005251;0.001999;0;0;0.001916;0;0.00241;0;0.001682;0;0.002307;0.002429;0.002948;0.001576;0.002886;0.002124;0.002164;0.002372;0.002289;0;0.001583;0.001507;0.001847;0.004434;0.001475;0;0.002791;0;0;0
167;0.002756;0.001472;0.001965;0.001459;0;0.001749;0.001054;0;0.001815;0;0.001575;0.001536;0;0;0.003398;0.001157;0.001056;0.001845;0.002239;0.002317;0.00216;0.001007;0.001613;0.006325;0.002045;0.002216;0;0;0.002095;0.001069;0.001806;0.001335;0;0.000426;0.001443;0.001661;0.001324;0.002982;0.001576;0;0.001858;0.00135;0.001903;0.001363
168;0.003663;0;0.00385;0.003156;0;0;0;0;0;0.005084;0;0;0;0.002535;0;0;0;0;0.003428;0.00407;0.003909;0;0.002908;0;0;0;0;0;0;0.003671;0;0.003357;0.002708;0;0.002295;0.002464;0.003346;0;0.002489;0;0;0;0.004534;0
173;0.002779;0.001478;0.001502;0.001915;0.003918;0;0;0.001642;0.002329;0;0;0.001398;0;0;0;0;0;0;0.001849;0.003271;0.001684;0.00109;0.001645;0.00885;0;0.001762;0;0.000991;0.001655;0.001287;0.001782;0.001449;0.001979;0.001141;0;0.001328;0;0;0.001991;0.001045;0;0.002078;0.002534;0.002479
174;0.002661;0.000891;0;0.001458;0;0.001433;0;0.001274;0;0.002312;0.001557;0.001178;0;0;0.004461;0.001531;0;0;0.001711;0;0.00185;0;0.001246;0.005844;0.001694;0.002129;0.002528;0.000552;0.001994;0.001602;0;0.001248;0.001623;0.000942;0.001122;0.001753;0.00123;0;0.001683;0.001094;0.002112;0;0.002042;0.002175
177;0;0;0.002061;0.001665;0;0.002504;0;0;0;0;0;0;0.002191;0.001435;0;0;0;0;0.002419;0.003177;0.002343;0;0.002345;0;0;0;0;0;0;0.001933;0;0.00202;0.001443;0;0.002105;0.002016;0;0;0.002187;0.001592;0;0;0;0
179;0.003005;0.001691;0;0;0.003771;0.001928;0.001492;0.001989;0.002288;0.003526;0.001723;0.001713;0.002365;0;0.004416;0.001702;0;0.002546;0;0;0.002639;0.001005;0.001379;0.009166;0.001544;0.00272;0.00241;0;0.002022;0.002162;0.001576;0.00246;0;0.000949;0.001854;0;0;0.003586;0.00264;0.001647;0.002752;0.001827;0.003344;0.002204
180;0.003291;0.001405;0.002687;0.00265;0.005501;0;0.001986;0;0;0;0.002519;0.002066;0;0.00175;0.00611;0.001727;0;0;0.002963;0;0.002602;0.001662;0.002375;0.011221;0.00338;0.002686;0.003239;0.001023;0.002578;0.00225;0.002119;0.002468;0.001393;0;0.002127;0;0.002155;0.006036;0.002082;0;0.004145;0.002024;0;0
181;0.00198;0.001234;0.002513;0.001517;0;0.001997;0.001417;0.002134;0;0.003148;0;0.001683;0.001804;0.001472;0.005643;0.00118;0;0.002071;0.002664;0.002813;0;0.0011;0;0.007061;0.002619;0.002978;0.002808;0.001467;0;0.002019;0.001335;0.002153;0.00209;0.000762;0.001751;0.001574;0.00215;0.003871;0.001804;0.001553;0.002298;0;0;0.002379
183;0;0.001244;0.001282;0.001618;0.002938;0.00126;0;0.001067;0.001485;0;0.00137;0.001277;0;0.000805;0.003021;0.001203;0;0;0.002066;0;0.001451;0;0;0;0;0.002101;0.001915;0.0009;0.001187;0.00115;0.001426;0;0.001796;0.000621;0;0.001044;0.001103;0.003089;0.001632;0.001121;0.001974;0.001645;0.00218;0.002055
184;0.002862;0;0.001959;0;0.003235;0.001857;0.000841;0.001111;0.001977;0;0.002408;0.00149;0;0;0;0.001332;0.000806;0.002139;0.002241;0.00221;0.001823;0.000964;0;0.007656;0.001938;0.002679;0.001937;0.000864;0.002465;0.001863;0.001764;0.001964;0;0.000969;0.001695;0.00154;0.0014;0.003563;0;0.001082;0.003024;0.001393;0.002401;0
185;0;0;0;0.004712;0;0;0;0.003891;0;0;0;0;0;0.003716;0;0;0;0;0.005298;0.007489;0.005779;0;0;0;0;0;0;0;0;0.004454;0;0.004586;0.003656;0;0;0.004827;0;0;0.003917;0.003736;0;0;0;0
190;0.003035;0.001697;0.00231;0.001993;0;0.002197;0;0.001526;0;0.002739;0;0;0.001937;0.001338;0;0;0.001061;0;0.001722;0.00321;0.002473;0.00115;0;0;0;0;0;0.001282;0;0;0.002249;0.00212;0.001841;0.001243;0.002179;0.002176;0;0;0.00174;0.001733;0;0;0;0.002474
191;0.003139;0.001776;0.002986;0.002623;0.005324;0.002934;0;0.002134;0;0.003887;0;0;0.002572;0.001613;0;0;0.001556;0;0.001909;0.003673;0.002414;0.001495;0.001879;0;0;0;0.0033;0;0.002316;0.002228;0.001988;0.002301;0.002153;0.001087;0.002621;0.002143;0;0;0.0026;0.001727;0;0;0.004003;0.002666
194;0;0.001448;0.002334;0.002811;0;0;0;0.001472;0.00206;0;0;0.001591;0.002221;0.001709;0.005538;0;0.001556;0;0.002456;0.003367;0;0;0.002587;0;0;0.003574;0;0.001611;0.003054;0.002418;0;0.001982;0.001939;0.000955;0.002302;0.001652;0.002312;0;0.001901;0;0;0.002166;0;0.002719
195;0.002548;0.001147;0.001316;0.001222;0;0.001469;0.001178;0.001162;0.001229;0.002549;0;0;0.001423;0.000966;0;0;0.001104;0;0.001222;0.001868;0.001753;0.001076;0.001557;0;0;0;0.001828;0;0.001276;0.001646;0.001165;0.001123;0.001646;0.000621;0.001206;0.001452;0.001273;0.002825;0.000798;0.000945;0.001896;0.001649;0.001759;0.001808
197;0;0.001698;0.002156;0.002138;0;0;0.001798;0.002121;0;0;0.002495;0.001386;0.002146;0.001469;0.004941;0.002201;0.000911;0;0.002444;0.002738;0;0.001058;0.001802;0.008544;0;0;0.003173;0;0;0;0.001777;0.001645;0.00169;0.001056;0;0.001837;0.001649;0.004727;0.001754;0.001023;0.002993;0.001994;0;0.002566
198;0;0.001354;0.001763;0.001729;0.003985;0;0;0.001252;0.001708;0.002802;0.001962;0.001978;0.001609;0.001503;0;0;0;0.001781;0.002225;0.003122;0.002413;0.001239;0.00234;0.00779;0.002688;0;0.002551;0.001129;0.002298;0;0.002046;0.001546;0;0.000811;0.001395;0.000912;0.001367;0;0.00221;0.001375;0.003286;0.001948;0.002114;0.002789
202;0.001862;0.001261;0.002279;0.002252;0.003725;0.002297;0;0.002052;0;0.002548;0.002336;0;0;0.000763;0;0.001979;0;0;0.002123;0.002482;0.001472;0.000829;0.001551;0;0.002143;0.002242;0.002669;0;0;0.002345;0;0.001769;0;0;0.001942;0.001643;0.001768;0;0.002101;0;0;0.002263;0.002525;0.002107
204;0.002863;0;0.002028;0.001945;0.004431;0.001705;0.001474;0;0.002447;0.003194;0.002325;0.001902;0.001671;0;0.004823;0;0.001563;0.001562;0.002586;0.002762;0;0.001438;0.00191;0.007474;0;0.003005;0.002377;0.001187;0.002676;0.001865;0.001576;0;0.002153;0.000761;0.002068;0;0.002119;0;0.001856;0.00104;0.002612;0.002401;0.00288;0.002558
206;0.00258;0.001112;0.001454;0.001909;0.004079;0;0.001596;0;0.001894;0.00284;0.002488;0.001399;0.001913;0.001533;0.004329;0.001285;0.001313;0.00206;0;0;0.001619;0.001006;0;0.007504;0.002412;0.002282;0;0.000937;0.001714;0.001433;0.001896;0.001443;0;0;0.001756;0.001866;0.002014;0.003828;0.002121;0.000639;0.002406;0.002026;0;0.002197
208;0;0.001102;0.001055;0;0.002742;0.001578;0.001358;0.001132;0;0.00218;0.001402;0.000605;0.001417;0.000854;0.003228;0.001434;0.001031;0.001942;0.001406;0.001772;0.001674;0;0.001015;0.006795;0.001776;0.001601;0.002087;0.001219;0;0.001308;0;0.001256;0.001218;0;0.001119;0.001302;0.001036;0.00295;0.001125;0.000647;0;0.001359;0;0.001739
212;0;0;0.001756;0.002095;0.00373;0.00218;0.001917;0;0.00227;0.002424;0.002248;0.001832;0.001581;0.001451;0.004792;0.001545;0.001052;0;0.002153;0.002507;0.002119;0;0.00159;0.009001;0;0;0;0.000683;0.00266;0.002056;0.001642;0.001902;0.001483;0.001035;0;0.001665;0.002067;0;0.001294;0.001284;0.002729;0.002204;0.00256;0.001236
213;0.002374;0.001405;0.001851;0.001665;0.003813;0.001953;0.001218;0.001284;0.001912;0;0.002012;0.00117;0.001288;0.001298;0.003172;0.001495;0.001375;0.002069;0.001863;0.003167;0;0.001258;0.001904;0.008227;0.001317;0;0.001943;0.000943;0.002286;0;0.001887;0.001531;0.002138;0.001105;0.001415;0;0.001607;0.003329;0;0.001229;0.002668;0.00142;0;0.002022
215;0.00242;0;0;0;0.004034;0;0.001417;0;0.002144;0;0;0;0.002001;0.001119;0;0.001762;0.000795;0;0.002187;0.002818;0.002089;0.001333;0.002237;0.008863;0;0.00271;0.002386;0;0.002098;0.001874;0.001581;0.002298;0.001705;0;0.001756;0.001747;0;0.004006;0.001901;0.001231;0;0;0.003197;0.002663
216;0;0.0025;0;0.003265;0;0.003162;0;0;0;0;0;0;0;0.001971;0;0;0;0;0.002638;0.005019;0.003167;0.001477;0.002901;0;0;0;0;0;0.003549;0.002757;0;0.003444;0;0.00153;0;0.00286;0.00321;0;0.002379;0;0;0;0;0
217;0.002009;0.001404;0.001984;0.002186;0;0.001317;0.001194;0.001851;0.00201;0.003364;0.001598;0.001688;0.001482;0.00119;0.003963;0.001166;0.001098;0.002095;0.002088;0;0.002173;0.001359;0.001878;0.006095;0.002257;0.002131;0;0.001024;0.001961;0.002038;0.001168;0;0.001754;0;0.001778;0.001721;0.001785;0.003673;0;0.0013;0;0.002012;0.002531;0.002598
223;0.002512;0;0.001152;0;0.002676;0.001664;0.001078;0;0.001356;0.002775;0.002057;0.001013;0;0.001038;0.003784;0;0;0;0;0.002006;0.001759;0.000848;0.001373;0.006508;0;0;0.001969;0;0.00141;0.001049;0;0.001539;0.001487;0.000728;0.001149;0.001333;0.00104;0.003532;0;0;0.002409;0.00143;0.002618;0
224;0;0;0.002717;0.001828;0;0.002512;0;0.001745;0.002333;0.004341;0.003084;0;0.00238;0.001768;0;0;0.001686;0;0.003186;0.003693;0.002558;0.00169;0;0;0;0;0;0.001707;0.002954;0;0;0.002191;0.00247;0;0;0;0;0;0.001883;0.001773;0;0.002244;0;0.00225
225;0;0.001545;0.001598;0;0.004401;0.002232;0.001263;0.001619;0.002065;0.003452;0;0.001767;0;0.001335;0;0;0;0;0.001867;0.002745;0.001677;0.000906;0.002105;0;0;0;0.002579;0.001429;0.002637;0.002144;0;0.001933;0.001644;0.000753;0.00208;0.001935;0.00184;0;0.00192;0.001277;0.003254;0;0.003526;0.00241
229;0.00305;0.002135;0.003056;0.002502;0.005344;0;0.001755;0.002269;0.002914;0.00345;0.0032;0.002096;0.001902;0.001388;0.006306;0.00261;0;0;0.003187;0.00315;0.002556;0.00126;0.001923;0;0.002953;0.003027;0;0.001686;0;0;0.002321;0;0.002666;0.001045;0.002206;0;0;0.006193;0.002823;0.002016;0.003879;0.002334;0;0.002883
230;0.003125;0;0.002162;0.00233;0.004187;0.002346;0.001842;0.001896;0;0.003203;0.002437;0.001861;0;0.002078;0.005356;0.001793;0;0.003359;0;0;0.002165;0;0.002817;0.006986;0.0021;0.003075;0.002713;0.001596;0.00234;0.002288;0.001883;0.002694;0;0.00105;0.001997;0.001585;0;0;0.001622;0;0.002839;0.001956;0;0
