;144;145;147;151;152;154;155;156;162;163;169;170;171;172;175;176;178;182;186;187;188;189;192;193;196;199;200;203;205;207;209;211;214;219;220;221;222;226;227;228
144;0;0.000674;0.001007;0.001365;0;0.00136;0;0.0022;0.002292;0;0.001822;0.002394;0;0.001472;0.002706;0.001318;0.002094;0.00187;0;0.001329;0;0.001051;0;0;0;0.002659;0;0.003002;0.003135;0.001183;0.001664;0.003351;0;0.004648;0.0023;0.001477;0;0.001662;0.002032;0.001019
145;0;0;0.001092;0.001898;0;0.001683;0.001199;0.002671;0.003096;0.005602;0.001573;0.002356;0;0.001816;0.002699;0.001859;0;0.001541;0.000993;0.001669;0.002873;0.001692;0;0;0.003892;0.00301;0.001583;0.002709;0.003841;0.001943;0;0.003562;0.001178;0.004643;0;0;0.002277;0.001366;0.002027;0
147;0.001076;0.001402;0;0;0.002483;0.001676;0;0.002141;0;0.00592;0.001912;0;0.001512;0;0.003285;0.001597;0.001842;0.002002;0;0.001158;0.001857;0.002138;0.000915;0;0.003166;0.002627;0.001796;0.002728;0.003428;0.001349;0.001788;0;0;0;0.001883;0.00143;0.001878;0.00147;0.002167;0
151;0.001486;0;0;0;0.003741;0;0;0.002401;0;0.00842;0.001912;0.003737;0;0;0.004231;0.002055;0.002345;0;0;0.001897;0.003355;0.002452;0.001638;0.001667;0.004866;0;0;0.003468;0;0.002087;0.002755;0.00567;0.001166;0.006454;0.003094;0.001612;0;0.002259;0.002789;0
152;0;0.001575;0.002267;0;0;0.003172;0;0.002467;0;0.009901;0.002782;0.004592;0.002752;0;0.00427;0;0.00273;0;0.00153;0.003118;0;0.002988;0.002465;0.002868;0;0.004078;0.002682;0;0.005115;0.00314;0;0.005877;0.001584;0.00899;0.003334;0.002182;0.003105;0.002673;0.003813;0
154;0.001789;0.001691;0.001343;0.002499;0.003101;0;0;0.00252;0;0.00761;0.001686;0.003705;0.002002;0;0.003592;0.001511;0;0;0.001307;0.00188;0.002295;0.002605;0;0;0.00347;0;0;0;0;0.001706;0;0.004141;0;0.006344;0.002838;0.0013;0;0.002068;0.00266;0
155;0.001249;0.000998;0.001483;0;0.00293;0;0;0;0;0.007113;0.002031;0;0;0;0;0;0;0;0;0.001828;0.002661;0.002173;0.001164;0.001367;0;0.002477;0;0.002832;0;0.001677;0;0.00394;0.000995;0;0;0;0.001695;0;0.002072;0
156;0.001511;0;0.001835;0;0.003359;0.002439;0;0;0.00337;0.007842;0.001965;0.003294;0.00175;0.002493;0.003803;0.001748;0;0.002337;0.001072;0.001562;0.002972;0.001729;0.001913;0.002231;0.003961;0.003199;0.002446;0.004095;0.004074;0.00218;0.002327;0.003785;0;0;0.003204;0.001602;0.002119;0.002029;0.00298;0.002023
162;0;0;0.001253;0;0;0;0;0.003147;0;0.008278;0.001869;0;0.002478;0;0.004864;0.002213;0;0;0.00151;0;0.003124;0.002893;0.002402;0.002318;0.005053;0.004398;0;0.004698;0.005172;0;0;0.005418;0.002272;0;0;0;0.002815;0.00211;0.003534;0
163;0.003335;0.003696;0.003629;0.004799;0.007579;0.004186;0.003762;0;0.005372;0;0.003845;0.00837;0.004477;0.004674;0.00777;0.004778;0;0.004299;0.002513;0.004404;0.005331;0;0.003346;0.00436;0.007464;0.007979;0.005642;0.007481;0.01024;0.004346;0.004499;0.007197;0.003252;0.012601;0.004841;0.004112;0.004968;0.004666;0.0069;0
169;0.000743;0.001388;0.001258;0;0.002528;0;0;0.002081;0;0.006678;0;0.003417;0.00119;0;0;0.001899;0.001959;0;0;0.001677;0;0;0.001158;0.001695;0.004296;0.003438;0.002274;0;0.003222;0.001615;0;0;0.001646;0.005477;0.001831;0;0.001267;0.002137;0.002181;0
170;0.002118;0.001969;0;0;0.004225;0;0;0.003167;0;0.011747;0.00246;0;0.00268;0;0;0;0.002994;0;0;0.002255;0.003832;0.002918;0.001775;0;0;0.004602;0;0.00512;0;0.002362;0.003668;0.007248;0.001807;0.007875;0.00374;0.001962;0.002517;0;0;0
171;0.001216;0.001457;0.001351;0.001674;0.0033;0.002206;0.001657;0.002528;0.002853;0.007206;0.001935;0.003393;0;0.001754;0.003372;0.001913;0.002082;0.001825;0.001404;0.00244;0.002501;0.001624;0.001478;0;0;0;0;0.003067;0;0.001737;0.002114;0;0.001173;0.006544;0.002893;0.001787;0.001775;0;0.002903;0.001695
172;0.0017;0.001756;0.001785;0;0.00363;0;0;0.002811;0;0.007494;0.002208;0.003472;0;0;0.003649;0.001848;0;0;0;0.001739;0.002898;0;0.001679;0.001822;0.004386;0;0;0;0.004452;0.001224;0;0.003812;0.001701;0.006567;0;0.002012;0.002112;0.002027;0.002349;0
175;0.002656;0.002491;0.002534;0.003203;0.005075;0.003619;0.002482;0.003607;0.004895;0.012351;0.003042;0.005332;0.002899;0.003309;0;0.002745;0.003521;0.003324;0.001951;0.002795;0;0.003801;0.002513;0.00271;0.004237;0.005461;0.003243;0;0;0;0.003272;0.007311;0.002093;0;0.003953;0.002674;0.003085;0;0.003656;0
176;0.001238;0.001164;0.001565;0;0.002896;0.001986;0;0.001973;0.001979;0.007163;0.001378;0.003062;0;0;0.00316;0;0.001624;0.001635;0;0.001669;0.002737;0.001998;0.001794;0.00132;0.003658;0.00309;0.001657;0.003336;0.00413;0.001216;0.00214;0.004478;0;0;0;0.001481;0.001188;0;0.001909;0.002134
178;0.001617;0.001789;0.001157;0.001613;0.002588;0.002311;0;0;0.003047;0.007264;0.002177;0.003015;0.001312;0;0.003429;0.001599;0;0.001913;0;0.00233;0;0.002345;0.001327;0.002282;0.004284;0;0.002779;0.00259;0.004111;0;0;0.003882;0.00107;0.005854;0.002425;0.001774;0.002173;0.001499;0;0
182;0.001462;0;0.001707;0.002423;0.003266;0;0;0.002339;0;0.006802;0.002001;0.003634;0;0;0.003712;0.001864;0.002228;0;0;0.001993;0.003133;0;0.001549;0.001943;0;0.003916;0;0;0.003948;0.001471;0.00211;0.00426;0;0;0;0.00173;0;0.00179;0.002736;0
186;0.001363;0.000634;0.001307;0;0;0;0;0.00144;0;0.00573;0;0;0.001134;0;0;0;0.001719;0;0;0.001147;0.001918;0;0.000931;0;0.002624;0.002541;0.001778;0.001939;0.002948;0.001482;0;0;0;0;0;0.001087;0.001618;0.001689;0.001985;0
187;0.001633;0;0;0.002136;0;0.001628;0.001728;0.001944;0.002962;0;0.002235;0.003216;0.001586;0.001702;0.003963;0.001458;0.002022;0.00221;0.001082;0;0.002647;0.002094;0.001677;0.00155;0.004081;0.003379;0.002661;0.003655;0.004791;0.001931;0.002448;0;0.00168;0.005951;0.002781;0;0.002264;0.001315;0.002824;0.001719
188;0.002019;0.002089;0.001886;0.003094;0.003991;0.002287;0.001722;0;0.003765;0;0.002323;0.0035;0.001909;0.002854;0.003708;0.001407;0;0;0.001395;0.002868;0;0.002491;0.001864;0.002203;0.004084;0;0.002706;0;0.00396;0;0;0.005427;0.001784;0.007159;0.002736;0;0;0.001903;0.002761;0.002505
189;0.001131;0.001333;0;0;0;0;0;0.002078;0;0;0;0.003428;0.001829;0;0.003772;0.002357;0.001756;0.001717;0;0.001792;0.002522;0;0.00111;0.002268;0.004659;0;0.00277;0.003114;0.004036;0.00184;0.002864;0.00479;0;0.006693;0.002626;0.001594;0.002341;0;0.002653;0
192;0;0.001195;0;0.001729;0.002764;0.001041;0;0;0.002501;0.006344;0.001887;0.002224;0.001691;0.001984;0.003511;0.001348;0.001431;0.001433;0;0.001999;0.002474;0.001155;0;0;0.002865;0.003259;0.002063;0.002673;0.004039;0.001575;0.00193;0;0.001274;0.005484;0.002274;0;0.002174;0.001348;0.002566;0.001147
193;0.001698;0.001495;0.001568;0.002253;0.002812;0;0.001194;0.002434;0.002428;0.008233;0.001979;0.003198;0.001746;0;0.002962;0.001031;0.001831;0.00158;0;0.001348;0;0.002291;0.001684;0;0.003175;0.003315;0.00271;0.003027;0.003916;0.001537;0.002275;0;0.001369;0.005927;0.002494;0;0.001622;0;0.002756;0
196;0.001736;0.002134;0.002582;0;0.005078;0.003967;0;0.00426;0;0.013289;0.003033;0;0.003472;0;0.004885;0;0.00299;0.00329;0.001948;0.002696;0.004138;0.003807;0.002348;0.003218;0;0.005781;0.003358;0.005051;0.006863;0.002834;0.003886;0;0;0.010647;0;0.002829;0.003194;0.002999;0;0
199;0.002289;0.001913;0.002291;0.00362;0.004157;0.003637;0;0.002774;0;0.01143;0;0;0.002508;0;0.004938;0.003039;0.002455;0.00305;0.001247;0.002931;0.003528;0.003414;0.002567;0.002421;0.0053;0;0;0.004889;0.005217;0.002729;0.003217;0.005579;0.001927;0.00873;0.004205;0.002411;0.00257;0.002825;0.003877;0.00333
200;0.001591;0.001373;0.001915;0;0;0;0;0.003192;0;0.010899;0;0;0;0.002814;0;0.002404;0.002581;0;0.001411;0.001848;0.003235;0.002409;0.001473;0.001897;0.004484;0;0;0.002977;0;0.001775;0.002795;0.004965;0.00152;0;0.002533;0.001997;0.002019;0.00198;0.002656;0
203;0.001967;0.002122;0.002234;0.002851;0.003874;0;0;0.003541;0.004835;0.011478;0.002662;0;0.002809;0.0037;0.004922;0;0.002811;0.003561;0;0.002627;0;0.003327;0.002203;0.002271;0.00518;0.004017;0;0;0.005481;0.00303;0.003262;0.007191;0.001568;0.008977;0.004038;0.002051;0;0.003138;0.002813;0.003083
205;0;0.00267;0;0;0.005207;0.003576;0.00223;0.003958;0.00488;0;0.002618;0.005689;0.002725;0;0.006087;0;0.003401;0.002869;0.001727;0.003145;0.004018;0;0.002487;0;0.007418;0;0.004011;0;0;0.002757;0.003394;0.007393;0.002128;0;0.004263;0.002836;0.002447;0;0.004671;0
207;0.001825;0;0.001487;0.002914;0.003519;0;0.001773;0.002444;0;0.007713;0.002455;0.003738;0.002208;0;0.003534;0.001614;0.002396;0.002399;0.000927;0.00241;0;0.001491;0.001315;0.001055;0.004545;0.003783;0.002622;0.00311;0;0;0.00272;0.003935;0;0;0.002166;0.001851;0.002012;0;0.002565;0.00191
209;0.001833;0.001992;0.001418;0.002408;0.003265;0;0;0.002659;0;0.0068;0;0.003561;0;0;0;0.002261;0.001791;0;0;0.002261;0.003136;0.002282;0;0.001425;0.003861;0.003392;0.002687;0;0.003985;0.002288;0;0;0.001651;0;0.003144;0.001606;0.002341;0.001041;0.002683;0
211;0.001819;0.002086;0;0;0.00485;0;0;0.003475;0;0.007723;0;0;0.002831;0;0;0;0.003313;0;0;0.002573;0.004092;0;0.002302;0.00299;0.006156;0;0;0;0;0.00294;0;0;0;0;0.00384;0.002697;0.002632;0;0.004788;0
214;0.001272;0.001232;0.00102;0;0.002341;0.00192;0.001018;0.002188;0.002434;0.00685;0.001921;0.003127;0.001189;0;0.00253;0;0.001461;0;0.000806;0.001736;0.002458;0.001782;0.001451;0.001892;0.003659;0.002778;0.002082;0.002753;0.003076;0.001932;0.002223;0;0;0.005481;0.001993;0;0.001859;0.001697;0.002038;0
219;0.00302;0.002469;0.003686;0;0.005662;0;0;0.005141;0;0.01474;0;0;0.003627;0;0;0.004086;0.004098;0.004875;0;0.004341;0.004619;0.004564;0.002752;0;0;0.00686;0.004252;0;0.009084;0.00424;0;0;0;0;0.00519;0.003055;0.003867;0;0.004929;0
220;0.001693;0.002136;0;0;0.003754;0.003254;0;0.003158;0;0.008823;0;0.004121;0.001993;0.00287;0.004757;0.002146;0.002549;0;0.001303;0.001737;0.003532;0.003031;0;0.002393;0.004167;0.003224;0.002613;0;0;0.002035;0.00273;0.004278;0.001262;0.006491;0;0;0.002522;0.002436;0.00321;0
221;0;0.001665;0.001214;0.001885;0.002776;0.001965;0;0;0.002631;0;0.001921;0.002709;0.001213;0;0.003384;0.001646;0;0.001308;0.001221;0.001494;0.002266;0.002016;0;0.001932;0.002985;0.003229;0;0.002308;0.003129;0.00131;0;0.003904;0;0.004828;0.001937;0;0.00183;0.001724;0.002788;0
222;0;0.001394;0.001883;0.002641;0.003136;0.002129;0.001714;0.002645;0.002709;0.007052;0.001933;0.003465;0;0.002007;0.002995;0.001995;0.001717;0.002219;0;0.002392;0;0.00167;0;0;0.003957;0.003505;0.002622;0.002742;0.004002;0;0;0;0;0.005434;0.002797;0;0;0.001559;0.002802;0.001804
226;0.001556;0.001636;0.001116;0.001813;0.002353;0.001947;0;0.00202;0.002635;0;0.001591;0.003174;0.001258;0.00226;0.002919;0.002105;0.001538;0.001908;0.000912;0.001926;0;0;0.00124;0.002001;0.003823;0.002155;0.002416;0.00296;0.004086;0.001701;0.001678;0;0.000966;0.005733;0.002405;0.0014;0.001647;0;0.002838;0
227;0.001575;0.002042;0.00212;0.002834;0.003419;0.00266;0.001808;0.002948;0;0.009681;0.001854;0.003472;0.002438;0.0027;0.004941;0.002216;0;0.00245;0.001217;0;0.00389;0.002957;0;0;0;0.004193;0.002551;0.00391;0.005217;0.002215;0.002765;0.005924;0.001425;0.006582;0.003523;0.002032;0.002395;0.002254;0;0.002156
228;0.001274;0.001615;0.00155;0;0.003009;0;0;0.001652;0;0.00779;0;0.00349;0.001736;0;0.003344;0.002083;0;0;0.00123;0.002189;0.002331;0.001925;0.001259;0.001958;0;0.003384;0;0;0;0.001862;0.002494;0;0;0;0.002247;0;0.001431;0.001442;0.002401;0
